gold_answers_json,prediction,exact_match,f1,correct_em,token_confidences_json,generated_token_ids_json,seq_conf_mean,seq_conf_min,seq_conf_logmean,generated_length
"[""leptin""]",cytokines,0,0.0,0,"[0.2508558928966522, 0.49094095826148987, 0.9809199571609497, 0.8897132277488708, 0.9999189376831055, 0.9961150884628296, 0.15744830667972565]","[3, 14578, 157, 4477, 1, 1, 3]",0.6808446241276604,0.15744830667972565,-0.5832943103104269,7
"[""cortisol, epinephrine, and norepinephrine""]",leptin,0,0.0,0,"[0.13153240084648132, 0.9964871406555176, 0.9989073276519775, 0.9999250173568726, 0.9995809197425842, 0.9942189455032349, 0.9308252334594727]","[90, 102, 17, 77, 1, 1, 813]",0.8644967121737344,0.13153240084648132,-0.301584299804547,7
"[""cortisol, epinephrine, and norepinephrine""]",leptin,0,0.0,0,"[0.3569578528404236, 0.9956246018409729, 0.9987347722053528, 0.999932050704956, 0.9202294945716858, 0.9756233096122742, 0.4415600299835205]","[90, 102, 17, 77, 1, 1, 813]",0.812666015965598,0.3569578528404236,-0.2801583931188352,7
"[""immunological functions""]",adaptive immunity,0,0.0,0,"[0.4747612178325653, 0.5853387117385864, 0.9997623562812805, 0.9502179622650146, 0.3295551538467407, 0.33656176924705505, 0.37621891498565674]","[25326, 26510, 1, 1, 9392, 9392, 25326]",0.5789165837424142,0.3295551538467407,-0.644054097707626,7
"[""hormones""]",cytokines,0,0.0,0,"[0.4224589169025421, 0.897976279258728, 0.9755719900131226, 0.9723973870277405, 0.9997393488883972, 0.9977733492851257, 0.27332639694213867]","[3, 14578, 157, 4477, 1, 1, 7688]",0.7913205240453992,0.27332639694213867,-0.3316535959440383,7
"[""prolactin""]",leptin,0,0.0,0,"[0.4745190143585205, 0.9892677664756775, 0.9976602792739868, 0.9998550415039062, 0.9996086955070496, 0.9871935248374939, 0.6827983856201172]","[90, 102, 17, 77, 1, 1, 7688]",0.8758432439395359,0.4745190143585205,-0.16479535403953346,7
"[""epinephrine""]",cortisol,0,0.0,0,"[0.24456442892551422, 0.9983933568000793, 0.9996218681335449, 0.9999709129333496, 0.9996694326400757, 0.8635432720184326, 0.6066275238990784]","[4301, 17, 23, 4099, 1, 1, 7688]",0.8160558279071536,0.24456442892551422,-0.29388198870085785,7
"[""physical barriers""]",the innate response,0,0.0,0,"[0.23507808148860931, 0.6535653471946716, 0.9947633743286133, 0.9308059811592102, 0.9998658895492554, 0.996356725692749, 0.2783651649951935]","[8, 3, 28538, 1773, 1, 1, 8]",0.726971509201186,0.23507808148860931,-0.4618158072722599,7
"[""innate immune system""]",adaptive immune system,0,0.6666666666666666,0,"[0.31231269240379333, 0.7297340631484985, 0.9810474514961243, 0.999931812286377, 0.99922776222229, 0.14033609628677368, 0.1707940250635147]","[25326, 9392, 358, 1, 1, 46, 7952]",0.6190548432724816,0.14033609628677368,-0.7471160977487571,7
"[""animals""]",plants,0,0.0,0,"[0.3051154315471649, 0.9967442750930786, 0.9929203391075134, 0.12219301611185074, 0.1088813915848732, 0.1230623796582222, 0.15097299218177795]","[2677, 1, 1, 3127, 3127, 2677, 2677]",0.3999842607549259,0.1088813915848732,-1.357542675735898,7
"[""protects organisms from infection""]",adapt,0,0.0,0,"[0.8856846690177917, 0.9229242205619812, 0.499777227640152, 0.6806495189666748, 0.6939753293991089, 0.7284875512123108, 0.7675771117210388]","[3374, 1, 1, 3374, 3374, 3374, 3374]",0.739867946931294,0.499777227640152,-0.3180747105284563,7
"[""plants""]",a virus,0,0.0,0,"[0.2566666007041931, 0.777858555316925, 0.6071416735649109, 0.9995779395103455, 0.993739128112793, 0.24743618071079254, 0.22603029012680054]","[3, 9, 6722, 1, 1, 3, 3]",0.5869214811495372,0.22603029012680054,-0.714367507516936,7
"[""physical barriers""]",barrier,0,0.0,0,"[0.3817659914493561, 0.9985889792442322, 0.9784886837005615, 0.27468329668045044, 0.18692009150981903, 0.1579180508852005, 0.2179938703775406]","[12515, 1, 1, 25326, 25326, 12515, 12515]",0.45662270912102293,0.1579180508852005,-1.0463262093085066,7
"[""immunological memory""]",adaptive,0,0.0,0,"[0.2025011032819748, 0.6178569793701172, 0.9603197574615479, 0.24218341708183289, 0.3026624917984009, 0.28075093030929565, 0.2592364251613617]","[25326, 1, 1, 46, 46, 46, 46]",0.40935872920921873,0.2025011032819748,-1.0503566077807946,7
"[""non-specific response""]",a response,0,0.6666666666666666,0,"[0.14836357533931732, 0.49589604139328003, 0.7511557936668396, 0.999232292175293, 0.9889817833900452, 0.23543697595596313, 0.2105923593044281]","[3, 9, 1773, 1, 1, 3, 3]",0.5470941173178809,0.14836357533931732,-0.8445158493609622,7
"[""physical barriers""]",vertebrates,0,0.0,0,"[0.3280402719974518, 0.9996426105499268, 0.9980003237724304, 0.9992440938949585, 0.9988439083099365, 0.1938248574733734, 0.15520915389060974]","[22423, 1939, 1422, 1, 1, 16, 46]",0.667543602841241,0.15520915389060974,-0.6603818567987648,7
"[""physical barriers""]",innate,0,0.0,0,"[0.26476040482521057, 0.8019466400146484, 0.7094658613204956, 0.3827087879180908, 0.16674718260765076, 0.19112934172153473, 0.1990477591753006]","[3, 28538, 1, 17, 12515, 12515, 12515]",0.38797228251184734,0.16674718260765076,-1.1305227001983682,7
"[""physical barriers""]",adaptive,0,0.0,0,"[0.3459301292896271, 0.5592959523200989, 0.6603172421455383, 0.28626468777656555, 0.35702744126319885, 0.3784821033477783, 0.3788696825504303]","[25326, 1, 1, 3, 3, 3, 3]",0.4237410340990339,0.28626468777656555,-0.8972229119566062,7
"[""immunological memory""]",adaptive immune system,0,0.0,0,"[0.6747496724128723, 0.5036450028419495, 0.9915748238563538, 0.9999228715896606, 0.9993603825569153, 0.15177005529403687, 0.18709823489189148]","[25326, 9392, 358, 1, 1, 8, 8]",0.6440172919205257,0.15177005529403687,-0.6642835900858136,7
"[""plants and animals""]",vertebrates,0,0.0,0,"[0.5055063962936401, 0.9998830556869507, 0.9999505281448364, 0.999911904335022, 0.9997838139533997, 0.5188924074172974, 0.6343054175376892]","[22423, 1939, 1422, 1, 1, 9329, 9329]",0.8083190747669765,0.5055063962936401,-0.2562783935132466,7
"[""pathogens""]",barriers,0,0.0,0,"[0.7889061570167542, 0.999729573726654, 0.9982245564460754, 0.20372143387794495, 0.2044340819120407, 0.3367573022842407, 0.4917522072792053]","[13121, 1, 1, 2071, 2071, 13121, 13121]",0.5747893303632736,0.20372143387794495,-0.7451199904255524,7
"[""physical barriers""]",innate,0,0.0,0,"[0.238328754901886, 0.9013940095901489, 0.5321412682533264, 0.42502081394195557, 0.13193382322788239, 0.16855989396572113, 0.18700054287910461]","[3, 28538, 1, 17, 3, 3, 3]",0.36919701525143217,0.13193382322788239,-1.2152775984245976,7
"[""abnormal cells""]",cells,0,0.6666666666666666,0,"[0.42299070954322815, 0.9995404481887817, 0.9961413741111755, 0.20181240141391754, 0.3782115876674652, 0.40579086542129517, 0.41709351539611816]","[2640, 1, 1, 2640, 2640, 2640, 2640]",0.5459401288202831,0.20181240141391754,-0.7448301714766964,7
"[""their surface""]",on their surface,0,0.8,0,"[0.731533408164978, 0.9360346794128418, 0.9939959049224854, 0.6300362944602966, 0.9959589838981628, 0.3680420219898224, 0.6168640851974487]","[30, 70, 1774, 1, 1, 30, 30]",0.7532093397208622,0.3680420219898224,-0.33334701533339767,7
"[""antigens""]",antigens,1,1.0,1,"[0.6947663426399231, 0.9997090697288513, 0.812606930732727, 0.9999074935913086, 0.9863032698631287, 0.16174480319023132, 0.2361937165260315]","[1181, 729, 7, 1, 1, 17947, 1181]",0.6987473751817431,0.16174480319023132,-0.5501001122412178,7
"[""Tumor antigens are presented on MHC class I molecules""]",antigens,0,0.19999999999999998,0,"[0.591979444026947, 0.9995960593223572, 0.8216546773910522, 0.9998866319656372, 0.9501522183418274, 0.17707224190235138, 0.17125532031059265]","[1181, 729, 7, 1, 1, 14804, 1181]",0.6730852276086807,0.17125532031059265,-0.6097380189435215,7
"[""viruses to parasitic worms""]",viruses,0,0.4,0,"[0.1783141791820526, 0.9959717392921448, 0.9100838899612427, 0.19790373742580414, 0.17149533331394196, 0.17389224469661713, 0.1717415750026703]","[19601, 1, 1, 3, 19601, 19601, 19601]",0.39991467126778196,0.17149533331394196,-1.2452458212403976,7
"[""healthy tissue""]",disease,0,0.0,0,"[0.652796745300293, 0.9998863935470581, 0.9791606068611145, 0.22048190236091614, 0.49646493792533875, 0.5938191413879395, 0.6240988969802856]","[1994, 1, 1, 1994, 1994, 1994, 1994]",0.6523869463375637,0.22048190236091614,-0.521781666790343,7
"[""protects against disease""]",protects against disease,1,1.0,1,"[0.8912296295166016, 0.9881075024604797, 0.9603679180145264, 0.9592569470405579, 0.9998561143875122, 0.9929637908935547, 0.2004014551639557]","[1822, 7, 581, 1994, 1, 1, 1822]",0.8560261939253125,0.2004014551639557,-0.26054138496408535,7
"[""fluid\u2013brain barriers""]",the blood–brain barrier,0,0.0,0,"[0.455493301153183, 0.8655785322189331, 0.626074492931366, 0.9994832277297974, 0.9996974468231201, 0.9459254741668701, 0.9999736547470093]","[8, 1717, 104, 1939, 77, 12515, 1]",0.8417465899671827,0.455493301153183,-0.20792210017987675,7
"[""cell-mediated immunity""]",humoral,0,0.0,0,"[0.9901623725891113, 0.9964691400527954, 0.9014493227005005, 0.6983821392059326, 0.48768991231918335, 0.8765566945075989, 0.9514403343200684]","[13934, 138, 1, 1, 13934, 13934, 13934]",0.8431642736707415,0.48768991231918335,-0.1965387773507949,7
"[""blood\u2013brain barrier""]",blood–brain barrier,1,1.0,1,"[0.2857537865638733, 0.5229260921478271, 0.9987576007843018, 0.999767005443573, 0.9836280345916748, 0.9998942613601685, 0.992330014705658]","[1717, 104, 1939, 77, 12515, 1, 1]",0.8261509707995823,0.2857537865638733,-0.2752469743831885,7
"[""parasitic worms""]",brain,0,0.0,0,"[0.29936742782592773, 0.9989784955978394, 0.19289490580558777, 0.1547539085149765, 0.20193703472614288, 0.2400899976491928, 0.2606370747089386]","[2241, 1, 1, 2241, 8, 2241, 2241]",0.3355226921183722,0.1547539085149765,-1.2985430917756535,7
"[""disease""]",disease,1,1.0,1,"[0.7145600914955139, 0.9997348189353943, 0.9934688806533813, 0.13189394772052765, 0.4520343244075775, 0.6020190715789795, 0.6479331851005554]","[1994, 1, 1, 1994, 1994, 1994, 1994]",0.6488063314131328,0.13189394772052765,-0.5862991512667816,7
"[""pathogens expressing the antigen""]",MHC,0,0.0,0,"[0.44547680020332336, 0.9985792636871338, 0.9955018162727356, 0.9956236481666565, 0.2569878399372101, 0.3452509045600891, 0.4001828730106354]","[283, 8095, 1, 1, 3, 283, 283]",0.6339433065482548,0.2569878399372101,-0.5938528820035814,7
"[""combination of MHC and antigen""]",MHC,0,0.33333333333333337,0,"[0.6009008884429932, 0.9998347759246826, 0.9980168342590332, 0.9896867871284485, 0.23915588855743408, 0.42315787076950073, 0.4712390899658203]","[283, 8095, 1, 1, 25049, 283, 283]",0.6745703050068447,0.23915588855743408,-0.5092688192688605,7
"[""processed by proteolysis into peptides""]",proteolysis,0,0.33333333333333337,0,"[0.11573954671621323, 0.9997316002845764, 0.9952592253684998, 0.9992687106132507, 0.9996930360794067, 0.19572144746780396, 0.10561355948448181]","[22618, 32, 21091, 1, 1, 8195, 10123]",0.6301467322877475,0.10561355948448181,-0.8630718970584578,7
"[""antibodies""]",antibody,0,0.0,0,"[0.22110362350940704, 0.4374782145023346, 0.8208964467048645, 0.9861742258071899, 0.24920864403247833, 0.2546803951263428, 0.24125060439109802]","[1181, 6965, 1, 1, 283, 283, 283]",0.4586845934391022,0.22110362350940704,-0.9608946332198539,7
"[""lymphokines""]",lymphokines,1,1.0,1,"[0.5092710256576538, 0.9911993145942688, 0.9967259168624878, 0.9999415874481201, 0.9996410608291626, 0.22591841220855713, 0.38150832056999207]","[25049, 1825, 4477, 1, 1, 1181, 283]",0.7291722340243203,0.22591841220855713,-0.44835934587064613,7
"[""in blood plasma and lymph""]",lymphokines,0,0.0,0,"[0.45135048031806946, 0.43516215682029724, 0.9986754059791565, 0.9998615980148315, 0.9999216794967651, 0.20377647876739502, 0.42128869891166687]","[25049, 1825, 4477, 1, 1, 25049, 25049]",0.6442909283297402,0.20377647876739502,-0.5834654837380463,7
"[""circulate in blood plasma and lymph""]",secrete,0,0.0,0,"[0.3369077146053314, 0.8847573399543762, 0.8243284821510315, 0.9496078491210938, 0.37112289667129517, 0.2943338453769684, 0.24832072854042053]","[2829, 15, 1, 1, 3, 3, 3]",0.5584826937743596,0.24832072854042053,-0.7232253139601331,7
"[""MHC class II molecules""]",offspring,0,0.0,0,"[0.2661563456058502, 0.9999783039093018, 0.9976896047592163, 0.9867057204246521, 0.22801455855369568, 0.20721140503883362, 0.1865283101797104]","[326, 14662, 1, 1, 283, 283, 283]",0.5531834640673229,0.1865283101797104,-0.8672747658771245,7
"[""lymphokines and activates the B cell""]",peptides,0,0.0,0,"[0.13118213415145874, 0.9252872467041016, 0.9995793700218201, 0.9691570997238159, 0.999852180480957, 0.9938884377479553, 0.06333699077367783]","[3, 21826, 15, 7, 1, 1, 3]",0.7260404942291123,0.06333699077367783,-0.7008761147123767,7
"[""when antibodies on its surface bind to a specific foreign antigen""]",peptides,0,0.0,0,"[0.17753393948078156, 0.5425422787666321, 0.9995701909065247, 0.9513570666313171, 0.9994757771492004, 0.9804229736328125, 0.07100177556276321]","[3, 21826, 15, 7, 1, 1, 3]",0.6745577145900045,0.07100177556276321,-0.7222463452455891,7
"[""lymphokines""]",peptides,0,0.0,0,"[0.24522867798805237, 0.9726328253746033, 0.9997939467430115, 0.9926736950874329, 0.9998534917831421, 0.984350323677063, 0.2496168464422226]","[3, 21826, 15, 7, 1, 1, 26907]",0.7777356867279325,0.24522867798805237,-0.40637431421453146,7
"[""combination of MHC and antigen""]",lymphokines,0,0.0,0,"[0.32535210251808167, 0.965168297290802, 0.9978370070457458, 0.9998526573181152, 0.9988825917243958, 0.1142054870724678, 0.1278161257505417]","[25049, 1825, 4477, 1, 1, 3, 3]",0.6470163241028786,0.1142054870724678,-0.769807043548563,7
"[""marking it for destruction""]",proteases,0,0.0,0,"[0.3878582715988159, 0.8306094408035278, 0.5306643843650818, 0.9998725652694702, 0.9984812140464783, 0.14794625341892242, 0.21480624377727509]","[22618, 9, 2260, 1, 1, 3619, 3619]",0.5871769104685102,0.14794625341892242,-0.745272689305243,7
"[""a catalytic cascade""]",killing,0,0.0,0,"[0.3354482352733612, 0.8835335969924927, 0.985678493976593, 0.2617775499820709, 0.1782933473587036, 0.2357867807149887, 0.27320733666419983]","[9357, 1, 1, 3, 3, 9357, 9357]",0.45053219156605856,0.1782933473587036,-1.0053536477343046,7
"[""a pathogen""]",Protein,0,0.0,0,"[0.3011942505836487, 0.9839826822280884, 0.8963980674743652, 0.4943781793117523, 0.5166857838630676, 0.4833192527294159, 0.45096832513809204]","[17379, 1, 1, 17379, 17379, 17379, 17379]",0.5895609344754901,0.3011942505836487,-0.6019612074699097,7
"[""carbohydrates""]",proteins,0,0.0,0,"[0.6584694385528564, 0.9999556541442871, 0.9998867511749268, 0.5625988841056824, 0.6232179403305054, 0.6222062110900879, 0.6242925524711609]","[13167, 1, 1, 13167, 13167, 13167, 13167]",0.7272324902670724,0.5625988841056824,-0.34452314770593373,7
"[""bacteriophages""]",vertebrate,0,0.0,0,"[0.6118033528327942, 0.5039966106414795, 0.9977286458015442, 0.9790999293327332, 0.9178541898727417, 0.6077110767364502, 0.46841341257095337]","[22423, 115, 2206, 1, 1, 3, 3]",0.7266581739698138,0.46841341257095337,-0.3631574386182515,7
"[""bacteria""]",immunity,0,0.0,0,"[0.23199746012687683, 0.999213695526123, 0.9955511093139648, 0.1256963610649109, 0.12295224517583847, 0.12840580940246582, 0.14087843894958496]","[26510, 1, 1, 9392, 9392, 9392, 9392]",0.39209930279425215,0.12295224517583847,-1.3783624554066918,7
"[""vertebrates""]",vertebrates,1,1.0,1,"[0.8539202213287354, 0.8101134896278381, 0.9995042085647583, 0.9999380111694336, 0.9995287656784058, 0.7426793575286865, 0.8082935810089111]","[22423, 1939, 1422, 1, 1, 22423, 22423]",0.887711090700967,0.7426793575286865,-0.12569264433421387,7
"[""bacteria""]",eukaryotes,0,0.0,0,"[0.3798651397228241, 0.9721341729164124, 0.9887489080429077, 0.9998962879180908, 0.992715060710907, 0.9974988102912903, 0.9999122619628906]","[3, 15, 1598, 1208, 32, 1422, 1]",0.9043958059379033,0.3798651397228241,-0.14536038305195173,7
"[""retain fragments of the genomes of phage""]",conserve immunity,0,0.0,0,"[0.1969904601573944, 0.4211004972457886, 0.9998873472213745, 0.9859328866004944, 0.0984201729297638, 0.17247143387794495, 0.17817512154579163]","[14928, 26510, 1, 1, 14928, 14928, 14928]",0.43613970279693604,0.0984201729297638,-1.1863978455704625,7
"[""unicellular eukaryotes""]",eukaryotes,0,0.6666666666666666,0,"[0.256339430809021, 0.9636479020118713, 0.9739643931388855, 0.9981409311294556, 0.9754213690757751, 0.9996412992477417, 0.9998819828033447]","[3, 15, 1598, 1208, 32, 1422, 1]",0.8810053297451564,0.256339430809021,-0.20741227982020743,7
"[""acquired immunity""]",eukaryotes,0,0.0,0,"[0.18441638350486755, 0.6793361902236938, 0.9822642207145691, 0.9997662901878357, 0.9966493248939514, 0.9994072914123535, 0.9999034404754639]","[3, 15, 1598, 1208, 32, 1422, 1]",0.8345347344875336,0.18441638350486755,-0.29991038605369197,7
"[""vertebrates""]",vertebrates,1,1.0,1,"[0.757269561290741, 0.9511599540710449, 0.9997079968452454, 0.9998716115951538, 0.999559223651886, 0.421888142824173, 0.5009083151817322]","[22423, 1939, 1422, 1, 1, 16, 22423]",0.8043378293514252,0.421888142824173,-0.26904537300483894,7
"[""phage""]",phage,1,1.0,1,"[0.5477463603019714, 0.4902629554271698, 0.9994705319404602, 0.9916663765907288, 0.9155409336090088, 0.14200785756111145, 0.24783450365066528]","[3, 25173, 15, 1, 1, 3, 3]",0.6192185027258736,0.14200785756111145,-0.6798230936502898,7
"[""coincides""]",hormones,0,0.0,0,"[0.22039790451526642, 0.7367928624153137, 0.9993544220924377, 0.968662679195404, 0.13316892087459564, 0.1693914830684662, 0.15904542803764343]","[11932, 7, 1, 1, 17133, 17133, 17133]",0.4838305285998753,0.13316892087459564,-1.0686426962433704,7
"[""regulate the immune system""]",prolactin,0,0.0,0,"[0.8117315173149109, 0.9983983635902405, 0.9999638795852661, 0.9973588585853577, 0.9998918771743774, 0.9985793828964233, 0.6453899145126343]","[813, 40, 2708, 77, 1, 1, 7869]",0.92161625623703,0.6453899145126343,-0.0931856708662288,7
"[""women""]",female,0,0.0,0,"[0.2545551657676697, 0.9389233589172363, 0.6929762959480286, 0.16897118091583252, 0.18516255915164948, 0.19511215388774872, 0.20690149068832397]","[3955, 1, 1, 3955, 3955, 3955, 3955]",0.3775146007537842,0.16897118091583252,-1.210322869687123,7
"[""hormones""]",growth hormone,0,0.0,0,"[0.7350115776062012, 0.8522899746894836, 0.9922606348991394, 0.9972208738327026, 0.3157532513141632, 0.561281681060791, 0.668701171875]","[1170, 11932, 1, 1, 1170, 1170, 1170]",0.7317884521824973,0.3157532513141632,-0.3729992241552966,7
"[""autoimmune""]",prolactin,0,0.0,0,"[0.6570956707000732, 0.9947323799133301, 0.9999496936798096, 0.9966039657592773, 0.999765932559967, 0.9987422823905945]","[813, 40, 2708, 77, 1, 1]",0.9411483208338419,0.6570956707000732,-0.07169198699745102,6
"[""skin""]",indoors,0,0.0,0,"[0.5919546484947205, 0.988013505935669, 0.9998995065689087, 0.9998788833618164, 0.27343499660491943, 0.4088882803916931]","[5297, 7, 1, 1, 8, 5297]",0.7103449702262878,0.27343499660491943,-0.45460174319769947,6
"[""indoors""]",indoors,1,1.0,1,"[0.4930303692817688, 0.9919806718826294, 0.9997749924659729, 0.9998010993003845, 0.772834837436676, 0.6599880456924438]","[5297, 7, 1, 1, 8, 8]",0.8195683360099792,0.4930303692817688,-0.2314805982308066,6
"[""activity levels""]",vitamin D,0,0.0,0,"[0.6744457483291626, 0.9777764081954956, 0.9930672645568848, 0.9963130354881287, 0.29787808656692505, 0.5685137510299683]","[7869, 309, 1, 1, 7869, 7869]",0.7513323823610941,0.29787808656692505,-0.3671316186097073,6
"[""becomes less adept at producing vitamin D""]",vitamin D,0,0.4444444444444445,0,"[0.4906204044818878, 0.9736044406890869, 0.993763267993927, 0.9975054860115051, 0.12712661921977997, 0.145738884806633]","[7869, 309, 1, 1, 705, 7869]",0.6213931838671366,0.12712661921977997,-0.7893498386129983,6
"[""Macrophages""]",phagocytes,0,0.0,0,"[0.47228094935417175, 0.9196205735206604, 0.9971306920051575, 0.9830379486083984, 0.9999637603759766, 0.9977327585220337]","[3, 25173, 24339, 7, 1, 1]",0.8949611137310663,0.47228094935417175,-0.14271039929481416,6
"[""neutrophils""]",inflammation,0,0.0,0,"[0.33003029227256775, 0.9998456239700317, 0.9981213212013245, 0.22268454730510712, 0.21251192688941956, 0.2155183106660843]","[13386, 1, 1, 3, 90, 13386]",0.4964520037174225,0.21251192688941956,-0.9493452221881085,6
"[""scavengers""]",macrophages,0,0.0,0,"[0.45897021889686584, 0.9996471405029297, 0.9917558431625366, 0.6569632887840271, 0.9999699592590332, 0.9989281296730042]","[11663, 25173, 15, 7, 1, 1]",0.8510390967130661,0.45897021889686584,-0.20143847144816981,6
"[""macrophages""]",leukocytes,0,0.0,0,"[0.7085678577423096, 0.9960805773735046, 0.9969417452812195, 0.8723072409629822, 0.9999523162841797, 0.994051992893219]","[90, 1598, 24339, 7, 1, 1]",0.9279836217562357,0.7085678577423096,-0.08235442343760728,6
"[""Neutrophils""]",macrophages,0,0.0,0,"[0.9566519260406494, 0.9998761415481567, 0.9974220991134644, 0.8417799472808838, 0.9999717473983765, 0.9940273761749268]","[11663, 25173, 15, 7, 1, 1]",0.9649548729260763,0.8417799472808838,-0.03754603188389522,6
"[""pathogens""]",macrophages,0,0.0,0,"[0.8677055239677429, 0.9999511241912842, 0.9996422529220581, 0.9974767565727234, 0.9999605417251587, 0.9837627410888672]","[11663, 25173, 15, 7, 1, 1]",0.9747498234113058,0.8677055239677429,-0.02687433117993771,6
"[""Neutrophils""]",phagocytes,0,0.0,0,"[0.6799185276031494, 0.9044033885002136, 0.9980331063270569, 0.9659596681594849, 0.9999743700027466, 0.9954999089241028]","[3, 25173, 24339, 7, 1, 1]",0.9239648282527924,0.6799185276031494,-0.0878999995181965,6
"[""Neutrophils""]",leukocytes,0,0.0,0,"[0.33430415391921997, 0.9963369369506836, 0.9982936978340149, 0.9846847057342529, 0.9999560117721558, 0.9984753727912903]","[90, 1598, 24339, 7, 1, 1]",0.8853418131669363,0.33430415391921997,-0.18634752875751803,6
"[""macrophages""]",leukocytes,0,0.0,0,"[0.37492233514785767, 0.9975166320800781, 0.9982505440711975, 0.9745154976844788, 0.9999521970748901, 0.9987516403198242]","[90, 1598, 24339, 7, 1, 1]",0.8906514743963877,0.37492233514785767,-0.16873093764709401,6
"[""Glucocorticoids""]",anti-inflammatory drugs,0,0.0,0,"[0.32591143250465393, 0.9971122741699219, 0.9910886287689209, 0.5510825514793396, 0.9999189376831055, 0.9984147548675537]","[1181, 18, 15329, 4845, 1, 1]",0.810588096578916,0.32591143250465393,-0.2884185101190988,6
"[""Glucocorticoids""]",cytotoxic,0,0.0,0,"[0.5256586074829102, 0.8768654465675354, 0.9797980785369873, 0.9341737031936646, 0.9997689127922058, 0.6347278952598572]","[3, 14578, 14367, 1, 1, 3]",0.8251654406388601,0.5256586074829102,-0.21963278060478353,6
"[""inflammation""]",hyperglycemia,0,0.0,0,"[0.24033421277999878, 0.9979270696640015, 0.999991774559021, 0.9991793036460876, 0.9999916553497314, 0.9999377727508545]","[6676, 122, 120, 75, 11658, 1]",0.8728936314582825,0.24033421277999878,-0.23811661426297595,6
"[""Glucocorticoids""]",anti-inflammatory drugs,0,0.0,0,"[0.3904828429222107, 0.9970998764038086, 0.9924740195274353, 0.573110818862915, 0.999921441078186, 0.9982578158378601]","[1181, 18, 15329, 4845, 1, 1]",0.8252244691054026,0.3904828429222107,-0.2515547454765102,6
"[""Glucocorticoids""]",anti-inflammatory drugs,0,0.0,0,"[0.33157414197921753, 0.9970884919166565, 0.9905898571014404, 0.6071913242340088, 0.999911904335022, 0.9966365098953247]","[1181, 18, 15329, 4845, 1, 1]",0.8204987049102783,0.33157414197921753,-0.2697738151943962,6
"[""Cytotoxic""]",immunosuppressive,0,0.0,0,"[0.912808895111084, 0.9935168027877808, 0.9999920129776001, 0.9991033673286438, 0.943375289440155, 0.9998152852058411]","[17133, 7, 413, 25152, 1, 1]",0.9747686088085175,0.912808895111084,-0.026185649232052282,6
"[""Cytotoxic drugs""]",cytotoxic,0,0.6666666666666666,0,"[0.3190123736858368, 0.6459219455718994, 0.989569902420044, 0.9860146045684814, 0.9997795224189758, 0.41024163365364075]","[3, 14578, 14367, 1, 1, 3]",0.7250899970531464,0.3190123736858368,-0.4159000711592453,6
"[""virus""]",self,0,0.0,0,"[0.130250483751297, 0.9988279938697815, 0.9982119798660278, 0.11662366986274719, 0.1459295153617859, 0.13717249035835266]","[1044, 1, 1, 16, 16, 16]",0.42116935551166534,0.11662366986274719,-1.3502014767011572,6
"[""low levels of a cell-surface marker called MHC I""]",destroy,0,0.0,0,"[0.2909834682941437, 0.9254752993583679, 0.914214551448822, 0.1383916139602661, 0.18065181374549866, 0.18358536064624786]","[10123, 1, 1, 5781, 5781, 5781]",0.4388836845755577,0.1383916139602661,-1.1309256344219216,6
"[""compromised host cells""]",killer cells,0,0.4,0,"[0.13108591735363007, 0.9026481509208679, 0.9998674392700195, 0.9933428764343262, 0.15522080659866333, 0.15972614288330078]","[14804, 2640, 1, 1, 96, 96]",0.5569818889101347,0.13108591735363007,-0.9730563106752088,6
"[""altered""]",activated,0,0.0,0,"[0.654491662979126, 0.9065431356430054, 0.9979013204574585, 0.9997394680976868, 0.33062806725502014, 0.41607466340065]","[8195, 26, 1, 1, 4206, 8195]",0.7175630529721578,0.33062806725502014,-0.41800438371319965,6
"[""Normal body cells""]","""missing self""",0,0.0,0,"[0.79604172706604, 0.9788765907287598, 0.9999473094940186, 0.9932108521461487, 0.9994719624519348, 0.999642014503479]","[96, 11502, 53, 1044, 121, 1]",0.9611984093983968,0.79604172706604,-0.04286743198038587,6
"[""HIV""]",HIV,1,1.0,1,"[0.5241680145263672, 0.998525083065033, 0.9907660484313965, 0.31547853350639343, 0.4057869613170624, 0.4487130641937256]","[13678, 1, 1, 13678, 13678, 13678]",0.6139062841733297,0.31547853350639343,-0.5856098557868998,6
"[""antibody""]",Antigen,0,0.0,0,"[0.14761948585510254, 0.8108648061752319, 0.7133122682571411, 0.9987295269966125, 0.14073224365711212, 0.16185219585895538]","[4066, 729, 1, 1, 4066, 4066]",0.49551842113335925,0.14073224365711212,-1.040641079051913,6
"[""evade the adaptive immune system""]",antigenic variation,0,0.0,0,"[0.3712850511074066, 0.9042339324951172, 0.9464820623397827, 0.9999154806137085, 0.9982026815414429, 0.12604790925979614]","[1181, 17890, 12338, 1, 1, 3]",0.724361186226209,0.12604790925979614,-0.5365720479066861,6
"[""immune system""]",antigenic variation,0,0.0,0,"[0.3328671157360077, 0.5430228114128113, 0.9626224637031555, 0.9998586177825928, 0.9982672929763794, 0.16142892837524414]","[1181, 17890, 12338, 1, 1, 4066]",0.6663445383310318,0.16142892837524414,-0.595712627269453,6
"[""lysozyme""]",semen,0,0.0,0,"[0.49188488721847534, 0.9919073581695557, 0.999220609664917, 0.9473139643669128, 0.33002111315727234, 0.44930145144462585]","[142, 904, 1, 1, 142, 142]",0.7016082306702932,0.33002111315727234,-0.446866733814633,6
